order_id,customer_id,order_date,order_status
140,46,2022-06-22,Completed
141,46,2022-04-09,Completed
142,46,2024-03-14,Completed
143,46,2023-06-06,Completed
144,47,2023-03-19,Completed
145,47,2021-03-05,Returned
146,48,2023-09-03,Completed
147,48,2023-09-01,Returned
148,48,2024-07-19,Completed
149,48,2024-04-24,Completed
150,48,2023-09-08,Completed
151,49,2022-03-23,Completed
152,49,2022-08-28,Completed
153,49,2021-02-10,Completed
154,49,2022-09-06,Cancelled
155,49,2022-07-13,Completed
156,50,2021-10-19,Completed
157,50,2024-11-09,Completed
158,51,2022-04-21,Returned
159,51,2023-09-13,Completed
160,51,2023-06-20,Completed
161,51,2021-11-27,Completed
162,51,2021-02-01,Completed
163,52,2023-08-22,Completed
164,52,2022-10-20,Completed
165,52,2022-10-01,Completed
166,53,2024-09-08,Completed
167,53,2022-11-10,Completed
168,53,2024-11-17,Completed
169,54,2024-12-07,Completed
170,54,2021-11-03,Completed
171,54,2022-04-27,Completed
172,54,2023-07-27,Completed
173,54,2021-07-13,Completed
174,54,2022-10-08,Completed
175,54,2022-08-08,Completed
176,55,2024-09-07,Completed
177,55,2021-03-25,Completed
178,56,2022-08-04,Completed
179,56,2024-02-28,Completed
180,56,2022-05-18,Completed
181,57,2023-02-05,Completed
182,57,2022-11-30,Completed
183,57,2021-10-23,Completed
184,57,2024-08-13,Completed
185,57,2024-01-26,Completed
186,58,2023-06-13,Completed
187,58,2021-03-04,Completed
188,58,2022-02-10,Completed
189,58,2022-07-12,Completed
190,59,2022-06-07,Completed
191,59,2023-09-18,Completed
192,60,2022-04-05,Completed
193,60,2021-10-26,Completed
194,60,2022-10-09,Completed
195,61,2021-10-17,Completed
196,61,2024-06-05,Completed
197,62,2021-12-11,Returned
198,62,2021-10-27,Completed
199,62,2021-05-06,Completed
200,62,2023-07-22,Returned
201,62,2023-09-01,Completed
202,62,2024-05-03,Completed
203,63,2021-11-25,Completed
204,63,2021-04-25,Completed
205,63,2023-12-21,Returned
206,64,2021-08-30,Returned
207,64,2023-12-02,Completed
208,65,2021-04-26,Completed
209,65,2024-01-22,Completed
210,65,2021-03-14,Completed
211,65,2023-05-13,Completed
212,66,2021-07-13,Cancelled
213,66,2021-07-02,Completed
214,66,2023-11-26,Completed
215,66,2021-03-05,Completed
216,67,2021-12-03,Completed
217,67,2023-04-24,Completed
218,67,2023-01-30,Completed
219,67,2023-01-03,Completed
220,68,2021-10-24,Completed
221,69,2024-12-13,Completed
222,69,2024-02-03,Cancelled
223,69,2024-11-23,Completed
224,69,2023-05-02,Returned
225,69,2021-02-10,Completed
226,69,2024-10-11,Completed
227,69,2021-02-22,Completed
228,70,2022-11-25,Completed
229,70,2024-02-25,Completed
230,70,2023-02-15,Completed
231,71,2024-04-30,Completed
232,71,2023-05-19,Completed
233,71,2023-07-24,Completed
234,71,2024-05-03,Completed
235,73,2024-06-30,Completed
236,73,2023-03-14,Completed
237,74,2021-05-27,Completed
238,74,2024-08-27,Completed
239,74,2023-06-07,Completed
240,74,2023-12-10,Completed
241,75,2022-09-18,Completed
242,75,2023-05-08,Completed
243,75,2024-04-18,Completed
244,77,2024-12-05,Completed
245,78,2022-12-05,Completed
246,79,2024-11-25,Completed
247,80,2021-01-17,Returned
248,80,2023-12-14,Completed
249,81,2024-12-08,Completed
250,82,2022-10-09,Cancelled
251,82,2024-09-01,Completed
252,83,2022-08-22,Completed
253,83,2022-10-30,Completed
254,83,2023-03-03,Completed
255,83,2023-10-24,Completed
256,83,2023-02-27,Completed
257,84,2022-04-09,Completed
258,84,2024-12-17,Completed
259,84,2021-11-07,Completed
260,84,2024-07-02,Completed
261,84,2021-11-01,Completed
262,85,2024-12-28,Returned
263,85,2021-05-18,Completed
264,85,2022-11-05,Returned
265,86,2022-05-13,Completed
266,86,2021-02-20,Completed
267,87,2023-07-18,Completed
268,87,2023-04-24,Returned
269,88,2021-11-29,Completed
270,88,2021-12-16,Completed
271,88,2024-10-28,Completed
272,88,2023-04-08,Completed
273,89,2021-04-13,Completed
274,89,2023-10-29,Completed
275,89,2021-10-07,Completed
276,90,2023-02-01,Completed
277,90,2021-08-06,Completed
278,90,2024-05-09,Completed
279,90,2022-04-01,Completed
280,90,2023-07-31,Completed
281,90,2024-03-05,Completed
282,90,2021-03-11,Completed
283,90,2021-06-17,Completed
284,91,2024-08-05,Completed
285,91,2024-11-18,Completed
286,91,2022-02-23,Returned
287,92,2021-03-26,Completed
288,92,2022-07-14,Completed
289,92,2022-04-19,Completed
290,93,2021-11-06,Completed
291,93,2023-07-15,Completed
292,93,2021-12-24,Completed
293,93,2022-03-11,Completed
294,94,2022-08-09,Completed
295,94,2023-08-24,Completed
296,94,2023-03-14,Completed
297,95,2023-07-24,Completed
298,95,2023-03-21,Cancelled
299,95,2022-02-16,Completed
300,95,2023-01-14,Completed
301,95,2023-10-17,Completed
302,95,2022-01-16,Completed
303,95,2023-03-12,Completed
304,96,2024-09-22,Completed
305,97,2022-03-14,Completed
306,97,2022-01-21,Completed
307,97,2023-07-10,Completed
308,97,2022-05-07,Completed
309,97,2024-06-21,Completed
310,97,2021-11-30,Completed
311,98,2024-08-24,Completed
312,98,2023-01-27,Completed
313,98,2021-10-04,Completed
314,98,2022-07-25,Completed
315,98,2024-01-27,Completed
316,99,2023-03-15,Completed
317,99,2021-01-20,Completed
318,100,2021-05-21,Completed
319,100,2024-06-26,Completed
320,100,2024-11-20,Returned
321,101,2022-06-07,Completed
322,101,2024-04-12,Completed
323,101,2021-12-27,Completed
324,101,2023-11-01,Completed
325,101,2024-12-25,Completed
326,101,2022-07-27,Completed
327,101,2023-03-21,Completed
328,102,2022-03-14,Completed
329,102,2023-06-07,Completed
330,102,2022-10-04,Completed
331,103,2021-08-26,Completed
332,103,2024-09-06,Completed
333,104,2021-01-28,Completed
334,104,2021-02-24,Completed
335,104,2021-11-14,Completed
336,104,2021-10-11,Completed
337,104,2024-07-28,Completed
338,104,2021-12-15,Completed
339,104,2021-02-24,Completed
340,104,2021-09-10,Completed
341,105,2021-01-17,Completed
342,105,2021-06-23,Completed
343,105,2024-11-19,Completed
344,106,2024-01-25,Completed
345,107,2023-08-03,Completed
346,107,2021-07-30,Completed
347,107,2022-08-13,Completed
348,107,2023-10-17,Completed
349,107,2023-04-13,Returned
350,108,2024-11-07,Completed
351,108,2024-09-01,Completed
352,109,2022-09-12,Cancelled
353,109,2021-04-05,Completed
354,109,2024-08-05,Completed
355,109,2021-06-21,Completed
356,110,2023-02-03,Completed
357,110,2021-12-22,Completed
358,110,2023-02-28,Completed
359,112,2022-07-06,Completed
360,112,2022-05-18,Completed
361,113,2023-12-08,Completed
362,114,2022-07-20,Completed
363,114,2022-07-19,Completed
364,115,2022-07-04,Completed
365,115,2021-03-18,Completed
366,115,2022-06-21,Completed
367,115,2021-05-28,Completed
368,116,2023-08-31,Completed
369,116,2023-04-25,Completed
370,116,2021-05-23,Completed
371,117,2024-07-06,Completed
372,118,2023-12-30,Returned
373,118,2024-12-19,Completed
374,118,2024-10-28,Completed
375,118,2022-12-26,Completed
376,118,2024-08-10,Completed
377,118,2023-11-17,Returned
378,119,2024-12-07,Completed
379,120,2022-08-09,Returned
380,120,2024-12-24,Completed
381,120,2024-09-14,Returned
382,120,2021-05-23,Completed
383,120,2022-04-13,Completed
384,121,2021-09-05,Completed
385,121,2022-08-23,Returned
386,121,2024-05-14,Completed
387,122,2022-10-14,Completed
388,122,2021-08-04,Completed
389,122,2022-04-05,Completed
390,123,2022-04-20,Completed
391,123,2021-12-19,Completed
392,123,2022-10-02,Completed
393,123,2023-02-08,Completed
394,123,2023-01-12,Completed
395,123,2024-03-30,Returned
396,124,2024-01-03,Completed
397,124,2021-01-05,Completed
398,125,2024-07-09,Completed
399,125,2022-02-04,Completed
400,125,2023-09-05,Completed
401,125,2024-04-07,Completed
402,125,2023-12-22,Completed
403,126,2021-05-20,Returned
404,126,2021-05-15,Completed
405,126,2021-01-25,Completed
406,127,2023-02-18,Completed
407,128,2021-03-04,Completed
408,128,2021-03-24,Completed
409,129,2023-09-09,Completed
410,129,2024-10-10,Completed
411,129,2021-10-05,Completed
412,131,2023-09-28,Completed
413,131,2024-09-08,Completed
414,131,2022-09-03,Returned
415,131,2024-10-20,Completed
416,132,2022-03-05,Completed
417,132,2023-08-18,Completed
418,132,2021-06-10,Completed
419,132,2021-11-12,Completed
420,133,2024-12-11,Completed
421,133,2022-05-15,Completed
422,133,2023-10-17,Completed
423,133,2023-07-05,Completed
424,133,2023-01-11,Returned
425,133,2022-02-06,Completed
426,134,2024-08-05,Completed
427,134,2023-03-29,Completed
428,134,2023-07-10,Completed
429,134,2022-07-12,Completed
430,135,2022-09-21,Completed
431,135,2022-02-18,Completed
432,136,2021-08-05,Completed
433,136,2022-08-01,Completed
434,136,2021-08-22,Completed
435,136,2023-02-03,Completed
436,137,2022-06-11,Completed
437,137,2024-03-02,Completed
438,137,2021-11-30,Completed
439,137,2021-05-21,Completed
440,137,2022-11-20,Completed
441,138,2023-01-29,Completed
442,138,2024-03-17,Completed
443,138,2023-06-27,Completed
444,138,2024-12-23,Completed
445,139,2021-04-20,Completed
446,139,2021-01-11,Completed
447,140,2022-07-18,Completed
448,140,2024-04-20,Completed
449,140,2021-12-25,Returned
450,140,2022-11-18,Completed
451,140,2021-09-29,Completed
452,140,2022-07-11,Completed
453,141,2022-09-30,Completed
454,141,2022-06-19,Completed
455,143,2022-08-21,Completed
456,143,2021-12-14,Returned
457,144,2024-10-21,Completed
458,144,2021-11-20,Completed
459,144,2023-02-11,Completed
460,144,2021-11-04,Completed
461,145,2022-02-04,Completed
462,145,2021-10-25,Completed
463,145,2024-08-10,Completed
464,146,2022-04-23,Completed
465,146,2023-04-30,Returned
466,146,2023-05-10,Completed
467,147,2023-08-03,Completed
468,147,2021-04-26,Completed
469,147,2023-08-18,Cancelled
470,148,2021-04-05,Completed
471,148,2021-02-09,Completed
472,148,2024-03-26,Returned
473,149,2024-07-15,Completed
474,149,2024-06-23,Completed
475,151,2024-03-15,Completed
476,151,2021-02-18,Completed
477,152,2024-12-06,Completed
478,152,2021-02-08,Completed
479,152,2021-09-19,Completed
480,152,2022-01-25,Returned
481,152,2021-10-02,Completed
482,153,2021-02-04,Completed
483,153,2024-11-20,Completed
484,153,2024-05-12,Completed
485,153,2021-04-23,Completed
486,154,2024-06-02,Completed
487,155,2021-07-25,Completed
488,156,2022-11-29,Cancelled
489,156,2022-12-19,Returned
490,157,2022-08-07,Completed
491,157,2024-05-15,Completed
492,157,2021-02-13,Completed
493,157,2022-08-28,Completed
494,158,2022-09-11,Completed
495,158,2024-09-29,Completed
496,158,2021-07-26,Completed
497,159,2022-08-03,Completed
498,159,2023-11-07,Completed
499,159,2023-06-24,Completed
500,160,2022-07-30,Completed
501,160,2024-03-24,Completed
502,160,2023-01-02,Completed
503,160,2023-04-26,Completed
504,161,2023-01-04,Completed
505,161,2022-04-05,Completed
506,161,2022-04-09,Completed
507,162,2021-06-22,Cancelled
508,163,2021-05-31,Completed
509,163,2021-07-20,Completed
510,163,2024-02-11,Completed
511,163,2023-02-21,Completed
512,164,2022-04-28,Completed
513,164,2023-02-18,Completed
514,166,2022-03-22,Completed
515,166,2021-09-29,Completed
516,167,2021-05-26,Completed
517,167,2023-01-22,Completed
518,167,2024-02-16,Completed
519,167,2021-09-30,Completed
520,168,2024-05-11,Completed
521,168,2023-01-26,Completed
522,168,2022-01-29,Returned
523,168,2024-04-10,Completed
524,169,2024-10-30,Completed
525,169,2023-09-08,Completed
526,169,2021-08-19,Completed
527,169,2021-05-01,Completed
528,170,2024-01-08,Returned
529,170,2023-08-25,Completed
530,170,2022-02-03,Completed
531,170,2021-03-27,Returned
532,171,2023-10-22,Completed
533,171,2024-02-27,Completed
534,171,2024-10-09,Completed
535,172,2022-03-23,Returned
536,172,2024-08-29,Completed
537,172,2023-01-05,Completed
538,173,2023-05-16,Completed
539,173,2024-01-30,Completed
540,174,2023-05-26,Completed
541,175,2024-08-12,Completed
542,175,2023-11-10,Returned
543,175,2021-05-14,Completed
544,175,2021-11-11,Completed
545,176,2022-11-03,Completed
546,176,2023-01-16,Completed
547,176,2021-06-21,Completed
548,176,2022-11-10,Completed
549,176,2021-04-19,Completed
550,177,2023-09-07,Completed
551,177,2022-10-11,Completed
552,177,2023-03-27,Completed
553,177,2022-04-03,Completed
554,177,2024-03-25,Completed
555,179,2023-07-03,Completed
556,179,2023-11-05,Completed
557,179,2024-08-12,Completed
558,179,2023-02-22,Completed
559,180,2023-09-04,Completed
560,180,2024-03-09,Completed
561,180,2024-10-31,Completed
562,181,2023-05-31,Completed
563,181,2023-07-20,Completed
564,181,2023-09-27,Completed
565,182,2021-04-28,Completed
566,183,2023-09-11,Completed
567,185,2021-08-26,Completed
568,185,2022-08-20,Completed
569,186,2024-09-18,Completed
570,187,2022-01-01,Completed
571,187,2023-12-08,Returned
572,187,2023-04-06,Completed
573,187,2023-12-05,Completed
574,188,2024-06-14,Completed
575,188,2021-07-17,Completed
576,188,2022-12-03,Completed
577,188,2024-09-28,Completed
578,189,2023-07-13,Completed
579,189,2022-04-25,Completed
580,189,2021-05-15,Completed
581,189,2022-04-22,Completed
582,190,2022-06-29,Completed
583,190,2023-09-30,Completed
584,191,2024-11-22,Completed
585,191,2024-05-11,Returned
586,191,2022-06-19,Completed
587,191,2021-01-05,Returned
588,192,2023-07-07,Cancelled
589,192,2022-12-25,Completed
590,193,2022-01-07,Completed
591,193,2024-09-18,Completed
592,194,2024-04-03,Completed
593,194,2021-11-24,Completed
594,195,2021-11-01,Completed
595,195,2024-10-17,Completed
596,196,2021-03-13,Completed
597,196,2023-07-27,Completed
598,196,2024-12-03,Completed
599,196,2023-03-21,Completed
600,196,2023-01-11,Completed
601,197,2021-03-14,Completed
602,198,2021-12-11,Completed
603,199,2024-08-21,Completed
604,199,2024-12-01,Returned
605,199,2023-03-10,Completed
606,199,2021-09-08,Completed
607,199,2023-12-31,Completed
608,200,2022-03-02,Completed
609,200,2024-07-30,Completed
610,201,2021-09-21,Completed
611,201,2024-11-15,Completed
612,201,2023-07-10,Completed
613,201,2023-04-30,Completed
614,201,2022-07-14,Completed
615,202,2024-03-10,Completed
616,202,2021-08-31,Completed
617,202,2023-02-10,Completed
618,202,2021-04-03,Completed
619,202,2022-03-30,Completed
620,202,2023-08-14,Completed
621,202,2022-11-24,Completed
622,202,2023-09-01,Completed
623,203,2023-10-31,Completed
624,203,2021-12-26,Cancelled
625,203,2022-03-08,Completed
626,203,2022-04-21,Cancelled
627,204,2024-11-13,Completed
628,205,2022-04-21,Completed
629,205,2024-07-07,Completed
630,205,2022-08-29,Completed
631,206,2024-09-27,Completed
632,206,2021-11-22,Completed
633,207,2024-06-05,Completed
634,207,2023-10-21,Completed
635,207,2022-04-03,Completed
636,207,2022-08-18,Completed
637,207,2022-02-10,Completed
638,207,2023-01-18,Completed
639,207,2022-02-05,Completed
640,208,2023-06-04,Completed
641,209,2022-11-05,Completed
642,209,2024-08-15,Completed
643,209,2022-06-10,Completed
644,210,2023-06-01,Completed
645,210,2021-07-08,Completed
646,211,2022-01-23,Completed
647,211,2021-06-03,Returned
648,211,2021-05-10,Completed
649,211,2021-01-23,Completed
650,211,2021-04-20,Completed
651,211,2024-04-23,Completed
652,212,2022-08-02,Completed
653,212,2021-07-17,Returned
654,213,2024-07-24,Completed
655,213,2021-09-14,Completed
656,213,2024-01-23,Completed
657,213,2021-04-25,Completed
658,213,2024-09-03,Completed
659,213,2023-08-29,Completed
660,214,2023-04-06,Completed
661,214,2021-05-25,Completed
662,214,2022-06-30,Completed
663,215,2024-10-04,Completed
664,215,2024-03-19,Completed
665,215,2023-06-28,Completed
666,215,2022-07-07,Completed
667,216,2024-12-27,Completed
668,216,2023-04-20,Completed
669,216,2023-04-08,Completed
670,217,2021-04-23,Completed
671,217,2021-09-12,Completed
672,217,2021-10-31,Completed
673,218,2022-10-24,Completed
674,219,2024-05-24,Completed
675,219,2024-02-06,Returned
676,219,2023-05-22,Completed
677,219,2023-03-30,Completed
678,219,2022-10-02,Completed
679,221,2022-08-20,Completed
680,221,2021-02-21,Completed
681,221,2023-03-01,Completed
682,222,2023-10-18,Completed
683,222,2023-05-09,Completed
684,222,2021-09-26,Completed
685,223,2021-12-27,Completed
686,223,2021-08-19,Completed
687,224,2022-01-04,Completed
688,226,2024-12-29,Completed
689,226,2022-08-01,Completed
690,227,2021-06-07,Completed
691,227,2021-04-22,Completed
692,227,2022-01-18,Returned
693,227,2023-10-17,Completed
694,228,2023-06-29,Completed
695,228,2022-05-26,Completed
696,229,2024-01-09,Completed
697,229,2021-09-14,Completed
698,230,2021-09-26,Completed
699,230,2022-05-17,Completed
700,230,2024-01-24,Completed
701,230,2022-02-15,Completed
702,231,2023-06-13,Completed
703,231,2023-11-26,Completed
704,232,2024-05-21,Completed
705,232,2022-03-21,Completed
706,232,2022-07-16,Completed
707,233,2022-11-30,Returned
708,235,2021-01-30,Completed
709,235,2021-11-21,Completed
710,235,2021-05-05,Completed
711,235,2022-12-31,Completed
712,236,2022-09-17,Completed
713,237,2023-04-28,Completed
714,238,2023-10-21,Completed
715,238,2021-06-09,Completed
716,238,2021-03-28,Completed
717,238,2024-06-25,Completed
718,238,2024-07-18,Completed
719,239,2024-06-27,Completed
720,239,2021-05-15,Completed
721,239,2024-03-20,Completed
722,240,2023-10-13,Completed
723,240,2021-11-30,Returned
724,240,2024-07-14,Completed
725,240,2021-09-03,Completed
726,241,2022-03-09,Completed
727,241,2022-12-31,Completed
728,241,2021-03-25,Completed
729,241,2024-08-12,Completed
730,241,2023-01-18,Completed
731,242,2021-10-20,Completed
732,242,2021-03-30,Completed
733,242,2023-03-05,Completed
734,242,2021-06-03,Completed
735,242,2022-03-31,Completed
736,242,2021-05-03,Completed
737,243,2022-03-07,Completed
738,243,2021-10-08,Cancelled
739,244,2021-12-13,Completed
740,244,2022-11-13,Completed
741,245,2022-07-11,Completed
742,245,2022-11-12,Completed
743,245,2022-03-05,Returned
744,246,2024-01-06,Returned
745,246,2022-06-18,Completed
746,246,2023-11-24,Completed
747,247,2022-03-02,Completed
748,247,2024-07-14,Completed
749,247,2024-03-24,Completed
750,249,2022-08-05,Completed
751,249,2024-09-03,Completed
752,251,2023-10-07,Completed
753,251,2021-07-10,Completed
754,251,2024-12-29,Completed
755,251,2022-11-17,Completed
756,251,2024-03-26,Completed
757,251,2021-12-27,Completed
758,251,2024-03-23,Completed
759,252,2023-09-24,Completed
760,252,2021-10-29,Completed
761,252,2021-01-08,Completed
762,252,2021-04-15,Completed
763,253,2022-09-24,Completed
764,253,2022-06-11,Completed
765,254,2023-12-21,Returned
766,254,2022-02-12,Completed
767,254,2024-07-30,Completed
768,254,2023-02-28,Completed
769,254,2022-12-09,Completed
770,255,2022-09-02,Completed
771,255,2022-07-28,Completed
772,255,2022-11-29,Completed
773,255,2023-04-05,Completed
774,255,2021-05-21,Completed
775,255,2024-07-20,Completed
776,257,2022-08-01,Completed
777,257,2024-02-19,Completed
778,257,2023-05-26,Completed
779,258,2021-04-25,Completed
780,258,2022-10-16,Completed
781,258,2022-08-31,Completed
782,259,2024-12-18,Completed
783,259,2024-10-19,Completed
784,260,2024-04-28,Completed
785,260,2022-07-03,Completed
786,260,2022-06-06,Completed
787,260,2023-09-15,Returned
788,261,2023-11-12,Completed
789,261,2024-12-13,Completed
790,261,2021-05-25,Completed
791,262,2024-05-13,Completed
792,262,2022-11-13,Completed
793,262,2021-08-14,Completed
794,262,2024-05-01,Completed
795,263,2023-05-17,Completed
796,263,2022-08-25,Completed
797,263,2022-01-25,Completed
798,264,2021-08-28,Completed
799,265,2021-04-29,Completed
800,265,2024-04-08,Completed
801,266,2021-12-03,Completed
802,266,2022-11-06,Returned
803,267,2021-03-24,Completed
804,267,2024-10-15,Completed
805,268,2021-06-26,Completed
806,269,2023-01-16,Completed
807,269,2024-09-10,Completed
808,269,2021-05-25,Completed
809,269,2022-04-18,Completed
810,270,2024-12-28,Completed
811,270,2023-01-22,Completed
812,270,2024-11-16,Returned
813,270,2024-07-30,Completed
814,270,2021-09-06,Completed
815,270,2024-09-28,Completed
816,270,2021-09-27,Completed
817,271,2024-06-21,Completed
818,271,2023-11-15,Completed
819,271,2021-07-14,Cancelled
820,271,2023-08-02,Completed
821,273,2024-05-20,Completed
822,273,2023-12-10,Completed
823,273,2024-05-26,Completed
824,274,2022-03-18,Completed
825,274,2022-05-29,Completed
826,274,2021-11-08,Completed
827,275,2021-06-03,Completed
828,275,2023-05-27,Completed
829,275,2022-09-22,Completed
830,275,2024-01-03,Completed
831,275,2024-06-05,Completed
832,276,2022-05-09,Completed
833,277,2021-05-07,Completed
834,277,2022-08-21,Completed
835,278,2022-03-15,Completed
836,278,2024-05-16,Completed
837,278,2022-03-28,Completed
838,279,2024-09-27,Completed
839,279,2024-07-08,Completed
840,279,2021-06-02,Completed
841,279,2023-05-01,Completed
842,279,2023-10-26,Completed
843,279,2021-01-25,Completed
844,280,2024-04-29,Completed
845,280,2022-06-02,Completed
846,280,2022-02-21,Cancelled
847,280,2024-08-22,Completed
848,280,2021-01-17,Completed
849,280,2021-02-13,Completed
850,281,2023-03-18,Completed
851,281,2022-05-21,Returned
852,281,2024-02-03,Completed
853,281,2021-12-16,Cancelled
854,281,2023-03-16,Completed
855,281,2024-02-17,Completed
856,282,2024-06-09,Completed
857,282,2024-06-03,Completed
858,282,2021-01-22,Completed
859,282,2023-10-30,Completed
860,282,2023-10-28,Cancelled
861,283,2023-07-30,Completed
862,283,2022-03-01,Completed
863,284,2024-04-10,Completed
864,284,2021-09-05,Completed
865,284,2021-01-30,Completed
866,285,2024-04-28,Completed
867,285,2024-09-22,Returned
868,285,2022-12-26,Completed
869,286,2024-03-28,Returned
870,286,2023-08-15,Completed
871,286,2022-09-11,Completed
872,287,2023-12-13,Completed
873,287,2021-06-16,Completed
874,288,2023-12-18,Completed
875,288,2023-08-11,Completed
876,288,2023-07-08,Completed
877,288,2021-02-27,Completed
878,288,2024-08-29,Completed
879,288,2023-09-05,Completed
880,290,2023-08-15,Completed
881,291,2022-12-21,Returned
882,291,2023-07-08,Returned
883,291,2023-04-22,Completed
884,292,2024-05-17,Completed
885,293,2023-07-08,Completed
886,293,2022-10-24,Completed
887,294,2022-05-27,Returned
888,295,2024-02-22,Completed
889,296,2023-06-15,Completed
890,296,2023-12-17,Completed
891,296,2021-05-04,Completed
892,297,2021-12-18,Completed
893,297,2021-06-06,Completed
894,298,2021-06-13,Completed
895,298,2023-05-14,Completed
896,298,2024-10-06,Returned
897,299,2023-02-16,Returned
898,299,2021-02-04,Completed
899,299,2024-08-07,Completed
900,300,2023-10-28,Completed
901,301,2024-12-05,Completed
902,301,2023-03-25,Completed
903,302,2022-12-15,Completed
904,302,2023-03-18,Completed
905,302,2024-02-26,Completed
906,302,2021-04-29,Completed
907,302,2022-06-03,Completed
908,303,2022-11-27,Completed
909,303,2024-11-11,Completed
910,303,2022-02-10,Completed
911,303,2023-12-15,Completed
912,304,2023-06-28,Completed
913,304,2024-12-16,Completed
914,304,2023-11-25,Completed
915,304,2021-07-07,Completed
916,305,2022-10-18,Completed
917,306,2024-08-09,Completed
918,306,2023-01-25,Completed
919,306,2021-04-15,Completed
920,306,2022-10-21,Completed
921,306,2024-09-30,Completed
922,307,2022-05-13,Completed
923,307,2022-11-05,Returned
924,307,2023-01-04,Completed
925,307,2021-03-18,Completed
926,308,2023-11-16,Completed
927,308,2023-06-13,Completed
928,308,2023-03-29,Completed
